,Date,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
,,INFY.NS,RELIANCE.NS,TATAMOTORS.NS,INFY.NS,RELIANCE.NS,TATAMOTORS.NS,INFY.NS,RELIANCE.NS,TATAMOTORS.NS,INFY.NS,RELIANCE.NS,TATAMOTORS.NS,INFY.NS,RELIANCE.NS,TATAMOTORS.NS,INFY.NS,RELIANCE.NS,TATAMOTORS.NS
154,2023-05-02,1243.7748,2432.4575,478.7578,1277.4500,2441.0500,480.2500,1279.7500,2445.8000,484.0000,1254.5500,2428.1001,474.5500,1254.5500,2436.2000,482.5000,8886401,5991101,11542592
155,2023-05-03,1235.6936,2411.5813,482.1971,1269.1500,2420.1001,483.7000,1272.5000,2445.0000,485.1000,1262.1000,2413.0500,477.7500,1266.0000,2445.0000,480.2500,5549783,3259053,8529233
156,2023-05-04,1239.9777,2439.3831,479.3061,1273.5500,2448.0000,480.8000,1275.8000,2452.8501,486.4000,1262.5000,2414.6001,478.7500,1268.9500,2421.1499,483.6000,4505401,3985159,5650101
157,2023-05-05,1225.9086,2433.1550,475.6176,1259.1000,2441.7500,477.1000,1279.0000,2461.3501,484.7000,1254.2500,2436.0000,476.1500,1279.0000,2441.0000,481.6500,5373791,4036548,4830674
158,2023-05-08,1232.2372,2463.1987,498.9449,1265.6000,2471.8999,500.5000,1270.3000,2483.6499,502.3000,1255.2000,2444.1499,478.1000,1262.4500,2450.0000,480.0000,5260842,4224469,23515333
159,2023-05-09,1237.2028,2470.8220,502.0851,1270.7000,2479.5500,503.6500,1272.0000,2486.8000,512.8000,1260.7000,2463.2500,501.5500,1266.0000,2475.0000,502.0000,4969897,2983468,19818780
160,2023-05-10,1229.9491,2487.8120,507.9170,1263.2500,2496.6001,509.5000,1276.4000,2499.8501,512.9000,1259.1500,2481.2000,504.3500,1276.4000,2490.0000,508.0000,6515734,5017544,12481404
161,2023-05-11,1222.9877,2471.5693,510.0105,1256.1000,2480.3000,511.6000,1275.9000,2509.5000,514.1500,1253.0500,2476.5500,505.5000,1270.2500,2498.9500,512.0000,6888461,4872451,11454020
162,2023-05-12,1212.3749,2475.6052,514.3469,1245.2000,2484.3501,515.9500,1256.0000,2487.3999,520.5000,1239.0500,2456.5000,510.3000,1253.3500,2469.8000,513.9000,8292212,3209889,19766717
163,2023-05-15,1225.1782,2480.4878,529.2006,1258.3500,2489.2500,530.8500,1268.9000,2504.5500,537.1500,1245.6500,2473.1499,521.5000,1249.9000,2489.8999,523.8500,5534710,3153587,38270067
164,2023-05-16,1230.9716,2445.1626,519.5308,1264.3000,2453.8000,521.1500,1273.9500,2499.6001,535.9500,1262.7500,2450.1499,518.8500,1265.0000,2494.0000,533.9500,5236469,4023000,16514882
165,2023-05-17,1214.0302,2430.7136,513.8983,1246.9000,2439.3000,515.5000,1260.9500,2465.0000,523.9500,1242.4500,2429.0000,512.5000,1260.6000,2463.0000,522.5000,10465667,4060722,13684847
166,2023-05-18,1213.1538,2425.4822,506.8702,1246.0000,2434.0500,508.4500,1259.6500,2457.0000,520.9000,1242.4500,2427.1499,507.1000,1258.6000,2449.5500,518.8000,6948732,4857531,12293322
167,2023-05-19,1235.4502,2433.3542,523.3190,1268.9000,2441.9500,524.9500,1273.3000,2445.9500,526.4000,1252.8000,2418.8501,504.7500,1256.0500,2434.0500,509.8000,11094136,3715280,19343560
168,2023-05-22,1258.7203,2446.3584,520.8766,1292.8000,2455.0000,522.5000,1295.6000,2466.0000,527.0000,1270.2500,2432.3501,519.3500,1272.9500,2435.0000,524.9500,7625947,3431208,9978339
169,2023-05-23,1265.7792,2445.9099,526.8580,1300.0500,2454.5500,528.5000,1314.1500,2468.0000,531.0000,1297.0500,2451.4500,521.1500,1299.2000,2460.6499,522.5000,7436031,2811473,12256902
170,2023-05-24,1264.4160,2431.6604,518.5837,1298.6500,2440.2500,520.2000,1305.0000,2464.0000,529.6500,1291.3000,2433.4500,519.1500,1296.3000,2445.8999,527.1500,4824077,3743804,7648284
171,2023-05-25,1269.9657,2431.3613,513.2503,1304.3500,2439.9500,514.8500,1307.0000,2449.0000,518.0000,1289.2500,2416.0500,509.1000,1294.5000,2433.8999,518.0000,4334121,5301647,11543712
172,2023-05-26,1282.7203,2497.6770,516.8392,1317.4500,2506.5000,518.4500,1323.4500,2509.0000,519.7500,1306.0000,2450.7500,512.2000,1306.0000,2458.0000,514.9000,5521606,5827017,8360570
173,2023-05-29,1279.7509,2511.7275,519.8298,1314.4000,2520.6001,521.4500,1332.7000,2530.0000,525.1000,1309.8500,2507.2000,519.7000,1332.7000,2521.0000,525.0000,4419365,4619754,6596504
174,2023-05-30,1288.9517,2511.0796,517.1880,1323.8500,2519.9500,518.8000,1326.4000,2537.7000,523.5000,1309.1500,2514.3501,518.0000,1315.0000,2520.6001,521.4500,6274719,5234564,5134688
175,2023-05-31,1283.5480,2461.2058,524.6648,1318.3000,2469.8999,526.3000,1331.1000,2509.8501,527.5000,1314.1500,2461.0000,516.4000,1319.8500,2500.0000,519.9500,17800782,12510304,12327284
176,2023-06-01,1302.0000,2454.5793,533.5371,1319.5000,2463.2500,535.2000,1329.5000,2484.8999,536.2500,1318.1000,2458.0000,522.8500,1322.5500,2480.1499,527.5000,4277841,6734525,12511265
177,2023-06-02,1299.0000,2446.5576,534.2350,1299.0000,2455.2000,535.9000,1312.9000,2482.8501,541.2500,1296.0500,2451.0000,532.7500,1309.0000,2471.0000,537.0000,10909311,7291995,12294728
178,2023-06-05,1304.5000,2468.5300,544.5528,1304.5000,2477.2500,546.2500,1309.4500,2483.7500,548.8000,1297.3000,2458.4500,537.9000,1304.0000,2467.2000,539.0000,5002553,5034355,15008325
179,2023-06-06,1279.0000,2470.6228,554.0233,1279.0000,2479.3501,555.7500,1288.6000,2487.7000,557.0000,1273.0000,2462.0000,545.3500,1288.6000,2483.4500,549.4500,10008100,3458161,15395092
180,2023-06-07,1288.9500,2489.3564,566.1854,1288.9500,2498.1499,567.9500,1294.0000,2500.0000,575.0000,1282.5000,2472.6001,552.1500,1290.5000,2487.0000,558.8000,5397578,4759238,20855239
181,2023-06-08,1282.8000,2490.8511,557.9610,1282.8000,2499.6499,559.7000,1292.0000,2516.8501,576.5500,1281.1000,2491.0000,557.0000,1286.2000,2506.0000,570.0000,5034942,5570815,21527339
182,2023-06-09,1265.9500,2473.2134,560.5529,1265.9500,2481.9500,562.3000,1282.5000,2508.5500,566.4500,1264.0000,2478.0000,559.3000,1282.5000,2507.0000,564.4000,5339073,2712243,9361533
183,2023-06-12,1291.9500,2475.4058,562.3972,1291.9500,2484.1499,564.1500,1295.7000,2489.2000,568.9000,1273.0000,2465.0000,560.6500,1273.5000,2475.5000,567.0000,4785588,2949893,7599572
184,2023-06-13,1304.8500,2511.9766,560.4532,1304.8500,2520.8501,562.2000,1306.5000,2523.4500,571.0500,1297.0500,2486.2500,560.7500,1299.9000,2495.0000,567.7000,4846587,5190958,12845897
185,2023-06-14,1300.4000,2542.8677,568.5281,1300.4000,2551.8501,570.3000,1306.7000,2555.0000,571.2000,1293.2000,2517.0000,564.0000,1306.3500,2521.0000,566.0000,3457981,6127509,12713256
186,2023-06-15,1286.8000,2543.5649,566.6838,1286.8000,2552.5500,568.4500,1293.9500,2562.5500,575.0000,1282.6500,2535.5000,567.7500,1293.9500,2551.8000,571.8000,6161155,5451926,12475759
187,2023-06-16,1291.6500,2568.3274,568.0296,1291.6500,2577.3999,569.8000,1301.5000,2582.3999,572.2000,1281.0500,2560.2000,566.0500,1287.0000,2560.2000,569.6500,8536287,11155180,8736313
188,2023-06-19,1294.0000,2542.8176,564.2913,1294.0000,2551.8000,566.0500,1299.5000,2584.0000,573.2000,1287.0500,2542.6499,564.2000,1294.0000,2584.0000,570.6500,4451787,3137532,6280388
189,2023-06-20,1303.4000,2548.0991,581.4378,1303.4000,2557.1001,583.2500,1305.0000,2564.0000,583.9500,1291.1000,2535.0000,562.5000,1294.0000,2547.5500,566.0500,4009180,3194085,18074902
190,2023-06-21,1299.3500,2555.2737,579.5936,1299.3500,2564.3000,581.4000,1303.8000,2569.8501,585.9000,1295.0000,2548.0000,574.5000,1299.9500,2557.0000,584.9500,4041529,3212779,9146332
191,2023-06-22,1281.5500,2526.5750,567.5810,1281.5500,2535.5000,569.3500,1289.4000,2573.3000,584.7000,1273.5000,2532.0000,568.2000,1289.4000,2556.0000,584.0000,6676607,3516244,11229179
192,2023-06-23,1265.0000,2505.8979,557.9112,1265.0000,2514.7500,559.6500,1279.3500,2533.3999,571.1500,1263.3500,2512.0000,557.7000,1276.4500,2528.8999,570.0000,7239467,3059084,9362695
193,2023-06-26,1270.3500,2486.7656,566.0856,1270.3500,2495.5500,567.8500,1274.0000,2515.3999,569.0000,1262.2500,2488.7000,557.8000,1270.2500,2507.0000,560.0000,3403244,5833893,6986621
194,2023-06-27,1279.1500,2487.6624,571.3193,1279.1500,2496.4500,573.1000,1282.0000,2509.5000,576.9000,1274.2000,2486.6499,568.4500,1280.0000,2496.5500,570.0000,3240024,4471687,9404450
195,2023-06-28,1279.1500,2487.6624,571.3193,1279.1500,2496.4500,573.1000,1279.1500,2496.4500,573.1000,1279.1500,2496.4500,573.1000,1279.1500,2496.4500,573.1000,0,0,0
196,2023-06-30,1335.5000,2541.2732,593.6996,1335.5000,2550.2500,595.5500,1338.9000,2556.6499,599.0000,1304.4500,2533.4500,588.0000,1308.2000,2546.3999,588.3500,12821692,5146441,12488047
197,2023-07-03,1333.7000,2606.4927,588.9644,1333.7000,2615.7000,590.8000,1346.0000,2622.0000,602.3000,1328.4500,2555.3501,590.0000,1330.0000,2558.0500,600.0000,7732412,5609248,11131048
198,2023-07-04,1345.1500,2579.6375,589.6124,1345.1500,2588.7500,591.4500,1346.0000,2625.0000,596.4000,1331.4000,2573.2500,589.5000,1344.3000,2625.0000,594.4000,5797775,3720447,6917886
199,2023-07-05,1347.3000,2575.4026,586.4223,1347.3000,2584.5000,588.2500,1357.9500,2609.0000,593.0000,1341.0000,2575.8000,584.9500,1357.8500,2609.0000,592.0000,5414936,4729479,8715919
200,2023-07-06,1343.9000,2629.4617,598.9333,1343.9000,2638.7500,600.8000,1347.4500,2644.4500,604.9500,1337.1500,2576.0500,588.5500,1342.5500,2576.0500,590.8000,5963897,8822948,14356681
201,2023-07-07,1330.2000,2624.3298,616.2792,1330.2000,2633.6001,618.2000,1345.8000,2664.9500,624.8000,1325.3500,2628.0000,592.2000,1334.0000,2635.0000,600.0000,6295647,6172684,21066726
202,2023-07-10,1329.1500,2725.4226,616.7278,1329.1500,2735.0500,618.6500,1341.9000,2756.0000,634.8000,1319.3000,2675.0000,617.5500,1336.5500,2688.8999,624.0000,3940315,15340262,23802524
203,2023-07-11,1348.6000,2754.9683,626.5472,1348.6000,2764.7000,628.5000,1350.9000,2770.0000,630.4500,1327.0000,2737.6001,622.1500,1333.4500,2752.8999,624.9500,6126128,9262001,12051173
204,2023-07-12,1333.3000,2758.0076,619.5192,1333.3000,2767.7500,621.4500,1351.9000,2802.0000,630.8000,1327.0000,2761.6499,619.3500,1351.0000,2766.3000,629.9500,8102770,8645662,10785502
205,2023-07-13,1365.1000,2733.3447,618.7217,1365.1000,2743.0000,620.6500,1376.8000,2799.0000,626.5000,1330.8500,2737.2500,615.5000,1334.9000,2783.8999,625.0000,9977644,6776172,9689708
206,2023-07-14,1425.9500,2731.0527,622.9584,1425.9500,2740.7000,624.9000,1430.0000,2760.8999,626.0000,1380.6500,2725.1001,619.5000,1380.6500,2750.0000,623.0000,12833381,6979790,7010179
207,2023-07-17,1422.9500,2786.8555,616.5783,1422.9500,2796.7000,618.5000,1458.9500,2815.0500,627.0000,1414.3000,2728.0000,617.1500,1425.9500,2747.0000,626.9000,11569884,10254545,7580645
208,2023-07-18,1475.2000,2810.5220,610.1982,1475.2000,2820.4500,612.1000,1477.9500,2837.4500,620.8500,1429.0000,2793.0000,607.0000,1434.0000,2817.0000,620.4000,16743977,11937761,10359400
209,2023-07-19,1474.9500,2831.8467,618.6718,1474.9500,2841.8501,620.6000,1498.8000,2856.0000,625.3000,1460.7000,2797.0000,610.1500,1486.0000,2830.0000,614.0000,13687062,18054869,11128348
210,2023-07-20,1449.5000,2610.6282,619.7186,1449.5000,2619.8501,621.6500,1471.0000,2630.9500,623.6000,1440.7000,2580.0000,616.2000,1471.0000,2580.0000,622.6500,8347221,19358812,7834891
211,2023-07-21,1331.6000,2529.8135,623.8058,1331.6000,2538.7500,625.7500,1350.0000,2614.8999,631.0000,1305.0000,2523.6001,617.7000,1320.2000,2609.0000,621.0000,45548305,15124619,12914610
212,2023-07-24,1336.6000,2478.6443,627.2949,1336.6000,2487.3999,629.2500,1349.9000,2514.9500,634.4500,1334.2500,2469.3000,626.2500,1341.0000,2481.0000,627.9500,8859789,11863933,12247844
213,2023-07-25,1334.6000,2477.0500,637.4633,1334.6000,2485.8000,639.4500,1342.8500,2505.2000,642.5000,1324.2500,2480.0000,633.3500,1337.0000,2494.0000,636.0000,6801982,6013010,13988137
214,2023-07-26,1348.8500,2517.3076,639.1081,1348.8500,2526.2000,641.1000,1350.0000,2547.0000,665.4000,1339.4000,2485.0000,639.0000,1343.0000,2485.0000,640.0000,5528885,6455506,31673714
215,2023-07-27,1353.1500,2493.8904,641.7000,1353.1500,2502.7000,643.7000,1363.8000,2537.6499,648.4500,1347.0500,2490.3501,636.7500,1358.6000,2534.0500,647.0000,9191861,8613449,11696851
216,2023-07-28,1340.5000,2518.9521,635.3000,1340.5000,2527.8501,635.3000,1363.8500,2542.8501,646.0000,1336.0000,2500.5500,631.8000,1353.8500,2512.0500,646.0000,6122735,10413926,9299530
217,2023-07-31,1355.7000,2540.2766,644.3000,1355.7000,2549.2500,644.3000,1357.5000,2553.8999,645.5500,1333.2500,2517.9500,635.9000,1348.7500,2527.8501,640.2000,7902180,4275587,7502361
218,2023-08-01,1365.2000,2504.3535,643.6500,1365.2000,2513.2000,643.6500,1369.0000,2559.0000,652.9000,1357.0000,2505.3000,642.0000,1362.0000,2555.0000,645.0000,6064652,4768316,8924219
219,2023-08-02,1356.8500,2477.5981,622.6500,1356.8500,2486.3501,622.6500,1371.9500,2512.0000,644.3000,1348.4500,2463.6001,616.4500,1369.3000,2509.2000,644.0000,7419145,6374107,15762687
220,2023-08-03,1364.3000,2467.1848,618.9500,1364.3000,2475.8999,618.9500,1366.5500,2500.8999,626.4500,1349.0000,2458.0500,614.1500,1350.0000,2475.3000,623.0000,6503741,5084175,11458920
221,2023-08-04,1378.3500,2500.7163,615.0000,1378.3500,2509.5500,615.0000,1385.9000,2516.0000,625.0000,1362.0000,2471.6001,613.3000,1368.9000,2498.8000,624.8500,5712345,11442805,11806739
222,2023-08-07,1393.0000,2514.9661,609.5000,1393.0000,2523.8501,609.5000,1395.0000,2528.3999,619.0000,1377.0000,2505.0000,608.5000,1387.9000,2521.0000,619.0000,3729093,2991435,9893466
223,2023-08-08,1390.2000,2499.8193,607.3000,1390.2000,2508.6499,607.3000,1393.5500,2534.4500,614.7500,1384.4000,2499.5500,605.2500,1392.8500,2528.0000,612.5500,4161877,4922036,8863640
224,2023-08-09,1394.4000,2516.3113,622.5500,1394.4000,2525.2000,622.5500,1396.0000,2529.0000,624.0000,1382.5000,2481.1001,605.3500,1384.0000,2504.8501,610.6000,4090828,5743293,13362350
225,2023-08-10,1389.1000,2527.5217,618.2500,1389.1000,2536.4500,618.2500,1395.8000,2550.0000,628.3000,1385.6000,2508.4500,598.0000,1391.6000,2524.9500,623.0000,3873025,7735299,53116980
226,2023-08-11,1371.8500,2538.1838,611.8000,1371.8500,2547.1499,611.8000,1396.8500,2558.8501,624.7500,1367.0500,2512.3501,610.0000,1392.0000,2532.4500,619.7500,5783517,11089665,9347707
227,2023-08-14,1393.5500,2568.1780,607.3500,1393.5500,2577.2500,607.3500,1395.0000,2582.3000,612.0000,1365.6000,2525.0000,594.5000,1371.8500,2539.0000,612.0000,4304135,4787906,14492164
228,2023-08-16,1418.5000,2566.0854,618.7500,1418.5000,2575.1499,618.7500,1419.9500,2582.8000,621.3500,1405.4000,2551.0000,597.3000,1410.8000,2551.0000,606.7000,7735313,5101556,14562074
229,2023-08-17,1411.5500,2529.0662,613.7500,1411.5500,2538.0000,613.7500,1420.0000,2578.1001,622.0000,1406.0000,2532.8501,611.0000,1420.0000,2567.1001,620.0000,5618346,6836872,12119293
230,2023-08-18,1388.8000,2547.8000,615.8000,1388.8000,2556.8000,615.8000,1408.7000,2577.6001,620.1000,1386.1500,2508.5500,610.9000,1403.7000,2531.2500,612.8000,5134103,9319989,11190760
231,2023-08-21,1405.4000,2520.0000,620.5000,1405.4000,2520.0000,620.5000,1407.0000,2555.4500,623.3000,1387.1500,2515.6499,614.8000,1389.7500,2539.9500,617.0000,3032722,4610873,9580365
232,2023-08-22,1403.7500,2519.3999,620.2000,1403.7500,2519.3999,620.2000,1406.0500,2537.9500,626.5000,1396.6500,2499.0000,618.6000,1404.7000,2516.8999,621.8000,2890714,3856522,8534395
233,2023-08-23,1407.9500,2522.2000,613.9000,1407.9500,2522.2000,613.9000,1416.6000,2542.8501,622.7500,1405.6500,2516.9500,613.1500,1416.0000,2524.2000,622.7500,2559125,4758976,8248333
234,2023-08-24,1423.6000,2479.8000,610.9500,1423.6000,2479.8000,610.9500,1425.0500,2539.8999,619.0000,1414.4500,2471.0000,609.6500,1421.5000,2539.8999,618.0000,5171963,7070010,7096025
235,2023-08-25,1420.1000,2468.3501,605.1000,1420.1000,2468.3501,605.1000,1422.5000,2505.0000,616.7000,1411.4000,2442.6001,593.3000,1413.0000,2456.0000,610.8500,4307172,11111200,16075509
236,2023-08-28,1415.6500,2443.7500,602.4000,1415.6500,2443.7500,602.4000,1424.8000,2484.0000,608.5000,1411.4000,2431.1001,601.5500,1420.1000,2472.0000,605.4000,3133464,6290413,7479254
237,2023-08-29,1417.6500,2420.3501,607.1500,1417.6500,2420.3501,607.1500,1424.4000,2453.4500,610.5000,1415.3000,2408.1499,603.6000,1424.0000,2452.0500,603.6000,3074444,8438322,6956667
238,2023-08-30,1435.1500,2418.0500,605.5500,1435.1500,2418.0500,605.5500,1436.6500,2443.0000,612.9000,1424.0000,2415.0000,605.0000,1427.0000,2432.0000,611.2000,3070887,6084473,5676055
239,2023-08-31,1435.4500,2407.0000,601.0000,1435.4500,2407.0000,601.0000,1444.9000,2425.0000,609.6500,1428.6500,2399.8999,599.0500,1435.1500,2423.0000,608.8000,9792735,10819300,10544271
240,2023-09-01,1443.8500,2412.6499,611.2000,1443.8500,2412.6499,611.2000,1446.0000,2425.6499,614.9000,1428.2000,2401.6499,601.9000,1430.9500,2406.5500,604.2000,3582133,9056421,10297492
241,2023-09-04,1465.1000,2410.7000,609.0000,1465.1000,2410.7000,609.0000,1470.0000,2423.6499,615.6000,1434.7000,2405.3000,606.0000,1443.0000,2412.6499,615.6000,4609014,4673813,8392665
242,2023-09-05,1478.9000,2423.6001,611.1500,1478.9000,2423.6001,611.1500,1480.0500,2433.9500,618.9000,1456.5000,2412.4500,608.0500,1465.0000,2420.0000,610.0000,5496840,4337938,8560651
243,2023-09-06,1477.4500,2428.7000,610.2500,1477.4500,2428.7000,610.2500,1482.9000,2436.1499,612.5500,1463.3000,2417.2500,605.6000,1481.9000,2421.1001,611.1500,5075786,4100185,6520064
244,2023-09-07,1466.2000,2432.0000,614.9000,1466.2000,2432.0000,614.9000,1473.4000,2438.2500,616.5000,1462.0500,2411.0000,609.0500,1470.6000,2421.7000,610.9000,4411743,6826286,6520293
245,2023-09-08,1469.6000,2448.2000,627.2500,1469.6000,2448.2000,627.2500,1474.7500,2456.0000,628.9000,1460.2000,2422.9500,614.2000,1463.5000,2440.0000,617.9500,3125838,11554644,16190749
246,2023-09-11,1476.4500,2474.6001,634.8500,1476.4500,2474.6001,634.8500,1478.0500,2476.8501,635.4000,1464.5000,2452.0000,630.5000,1469.6000,2452.0000,634.6500,4182226,6635537,8780510
247,2023-09-12,1501.1000,2438.8501,620.8000,1501.1000,2438.8501,620.8000,1504.0000,2483.0000,639.0000,1477.1000,2435.9500,615.2500,1482.5000,2483.0000,638.0000,6793161,8127833,12541377
248,2023-09-13,1498.3500,2451.0500,625.9000,1498.3500,2451.0500,625.9000,1505.0000,2462.6499,628.5000,1488.6500,2426.2500,619.5500,1505.0000,2440.0000,621.0000,4804686,6401669,6988358
249,2023-09-14,1506.9500,2453.3000,624.6000,1506.9500,2453.3000,624.6000,1512.5500,2465.8000,630.8000,1499.1500,2445.0000,623.3000,1505.0000,2460.0000,628.1000,6443864,4603595,5718629
